"ID";"Группа";"Наименование";"Артикул";"Комментарий";"НаименованиеПолное";"Саплаер";"Освещение";"Пиво";"Район";"Улица";"Размер";"Вид";"Сторона";"Популярность";"ЯндексКоординаты";"Цена";"Валюта"
"UT000000290";"Щиты 3*6";"Щит 3*6 ул.Червишевский тракт - Шевченко, (Сквер Комсомольский), сторона А";"126А";"Червишевский тракт - Шевченко. Билборд установлен на ул.Червишевский тракт, в 150м. от салона Авто-Стар (Ford) и в 500м. от путепровода, соединяющего жилые районы Червишевского и Московского трактов с центром города.  Ст. А - из микрорайонов в город.";"Размещение рекламной информации на щите 3*6 по адресу ул.Червишевский тракт-Шевченко, сторона А, инв.126А";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Червишевский тракт";"3*6";"Щит";"A";"Средняя";"57.13823,65.526844";18000;"RUB"
"UT000000291";"Щиты 3*6";"Щит 3*6 ул.Червишевский тракт - Шевченко, (Сквер Комсомольский), сторона В";"126В";"Червишевский тракт - Шевченко. Билборд установлен на ул.Червишевский тракт, в 150м. от салона Авто-Стар (Ford) и в 500м. от путепровода, соединяющего жилые районы Червишевского и Московского трактов с центром города. Ст. В - из города в микрорайоны.";"Размещение рекламной информации на щите 3*6 по адресу ул.Червишевский тракт-Шевченко, сторона В, инв.126В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Червишевский тракт";"3*6";"Щит";"B";"Средняя";"57.13823,65.526844";18000;"RUB"
"UT000000292";"Щиты 3*6";"Щит 3*6 ул.Червишевский тракт, 2 Автосалон Автостар, сторона А";"158А";"Червишевский тр., 2 Автосалон Авто-Стар. Билборд установлен рядом с автосалоном Ford, в 800м. от путепровода, соединяющего жилые районы Червишевского и Московского тр. с центром города. Ст. А -  по Червишевскому тр. от путепровода в жилые микрорайоны.";"Размещение рекламной информации на щите 3*6 по адресу ул.Червишевский тракт, 2 Автосалон Автостар, сторона А, инв.158А";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Червишевский тракт";"3*6";"Щит";"A";"ТОП";"57.135164,65.526839";18000;"RUB"
"UT000000293";"Щиты 3*6";"Щит 3*6 ул.Червишевский тракт, 2 Автосалон Автостар, сторона В";"158В";"Червишевский тр., 2 Автосалон Авто-Стар. Билборд установлен рядом с автосалоном Ford, в 800м. от путепровода, соединяющего жилые районы Червишевского и Московского тр. с центром. Ст. В - по Червишевскому тракту из жилых микрорайонов к путепроводу.";"Размещение рекламной информации на щите 3*6 по адресу ул.Червишевский тракт, 2 Автосалон Автостар, сторона В, инв.158В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Червишевский тракт";"3*6";"Щит";"B";"Средняя";"57.135164,65.526839";16500;"RUB"
"UT000000295";"Щиты 3*6";"Щит 3*6 ул.Широтная, 17-ТЦ Южный, сторона А";"168А";"Широтная, 17 - ТЦ Южный. Билборд установлен на ул.Широтная, в 350м. от перекрестка с ул.Мельникайте и гипермаркета Южный. Сторона А работает в направлении движения к ул.Мельникайте - традиционно загруженной в часы пик.";"Размещение рекламной информации на щите 3*6 по адресу ул.Широтная, 17-ТЦ Южный, сторона А, инв.168А";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Широтная";"3*6";"Щит";"A";"Средняя";"57.120224,65.551484";19500;"RUB"
"UT000000296";"Щиты 3*6";"Щит 3*6 ул.Широтная, 17-ТЦ Южный, сторона В";"168В";"Широтная, 17 - ТЦ ЮжныйБилборд установлен на ул.Широтная, в 350м. от перекрестка с ул.Мельникайте и гипермаркета Южный. Сторона В работает в направлении движения от ул.Мельникайте к ул.Широтная.";"Размещение рекламной информации на щите 3*6 по адресу ул.Широтная, 17-ТЦ Южный, сторона В, инв.168В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Широтная";"3*6";"Щит";"B";"Средняя";"57.120224,65.551484";16500;"RUB"
"UT000000297";"Щиты 3*6";"Щит 3*6 ул.Широтная, 29-Федорова, сторона А";"14А";"Широтная, 29 - ФедороваБилборд установлен на ул.Широтная, в 100м. от перекрестка с ул.Н.Федорова, в районах плотной жилой застройки. Сторона А работает в направлении движения к ул.Мельникайте.";"Размещение рекламной информации на щите 3*6 по адресу ул.Широтная, 29-Федорова, сторона А, инв.14А";"ООО "Тюменьстройбыт"";"1";"2";"Спальные";"Широтная";"3*6";"Щит";"A";"ТОП";"57.118158,65.55922";18000;"RUB"
"UT000000298";"Щиты 3*6";"Щит 3*6 ул.Широтная, 29-Федорова, сторона В";"14В";"Широтная, 29 - ФедороваБилборд установлен на ул.Широтная, в 100м. от перекрестка с ул.Н.Федорова, в районах плотной жилой застройки. Сторона В работает в направлении движения к ул.Пермякова и ТЦ Широтный (М-Видео, Монетка).";"Размещение рекламной информации на щите 3*6 по адресу ул.Широтная, 29-Федорова, сторона В, инв.14В";"ООО "Тюменьстройбыт"";"1";"2";"Спальные";"Широтная";"3*6";"Щит";"B";"Средняя";"57.118158,65.55922";14100;"RUB"
"UT000000301";"Призматрон 3*6";"Призматрон 3*6 ул.Щербакова - Газовиков, сторона А1";"140А1";"Щербакова - Газовиков. Призматрон установлен на перекрестке улиц Щербакова и Газовиков, в жилых кварталах заречных микрорайонов.  Первый от светофора. Сторона А работает в направлении движения к ул.Дружбы.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Щербакова-Газовиков, сторона А1, инв.140А1";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Щербакова";"3*6";"Призматрон";"А1";"Средняя";"57.179474,65.550647";18000;"RUB"
"UT000000302";"Щиты 3*6";"Щит 3*6 ул.Щербакова - Газовиков, сторона В";"140В";"Щербакова - Газовиков.Билборд установлен на перекрестке улиц Щербакова и Газовиков, в жилых кварталах заречных микрорайонов.  Первый от светофора.  Ст. В - от ул.Дружбы к путепроводу, соединяющему с центром города.";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова-Газовиков, сторона В, инв.140В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"B";"Средняя";"57.179474,65.550647";16500;"RUB"
"UT000000303";"Щиты 3*6";"Щит 3*6 ул.Щербакова-Дружбы, сторона А";"143А";"Щербакова - ДружбыБилборд установлен на улице Щербакова, в 350м. от перекрестка с ул.Дружбы в жилых кварталах заречных микрорайонов. Сторона А работает в направлении движения к ул.Дружбы.";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова-Дружбы, сторона А, инв.143А";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"A";"ТОП";"57.183468,65.556918";18000;"RUB"
"UT000000304";"Щиты 3*6";"Щит 3*6 ул.Щербакова-Дружбы, сторона В";"143В";"Щербакова - ДружбыБилборд установлен на улице Щербакова, в 350м. от перекрестка с ул.Дружбы. Сторона А работает в направлении движения от ул.Дружбы в жилые кварталы заречных микрорайонов.";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова-Дружбы, сторона В, инв.143В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"B";"Средняя";"57.183468,65.556918";16500;"RUB"
"UT000000305";"Щиты 3*6";"Щит 3*6 ул.Щербакова, 98-Заречный I, (Литера, Парк на берегу), сторона А";"141А";"Щербакова, 98 - Заречный 1Билборд установлен на улице Щербакова в жилых кварталах заречных микрорайонов, рядом с ТЦ Монетка. Сторона А работает в направлении движения от ул.Дружбы к ТРЦ "Панама", в сторону центра города";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова, 98-Заречный I, сторона А, инв.141А";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"A";"ТОП";"57.175981,65.542842";18000;"RUB"
"UT000000306";"Щиты 3*6";"Щит 3*6 ул.Щербакова, 98-Заречный I, (Литера, Парк на берегу), сторона В";"141В";"Щербакова, 98 - Заречный 1Билборд установлен на улице Щербакова в жилых кварталах заречных микрорайонов, рядом с ТЦ Монетка. Ст. В - от путепровода, соединяющему центр города с жилыми микрорайонами к ул.Дружба.";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова, 98-Заречный I, сторона В, инв.141В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"B";"ТОП";"57.175981,65.542842";16500;"RUB"
"UT000000307";"Щиты 3*6";"Щит 3*6 ул.Щербакова, 98-Заречный II, (Монетка), сторона В";"142В";"Щербакова, 98 - Заречный 2¶Билборд установлен на улице Щербакова в жилых кварталах заречных микрорайонов, в 150м. от ТЦ Монетка. Сторона В работает в направлении движения к центру от ул.Дружбы";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова, 98-Заречный II, сторона В, инв.142В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"B";"Средняя";"57.176499,65.544677";16500;"RUB"
"UT000000308";"Щиты 3*6";"Щит 3*6 ул.Щербакова, 98-Заречный II, (Монетка), сторона А";"142А";"Щербакова, 98 - Заречный 2. Билборд установлен на улице Щербакова в жилых кварталах заречных микрорайонов, в 150м. от ТЦ Монетка. Сторона А работает в направлении движения  от путепровода, соединяющего жилые микрорайоны с центром города. к ул.Дружбы";"Размещение рекламной информации на щите 3*6 по адресу ул.Щербакова, 98-Заречный II, сторона А, инв.142А";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Щербакова";"3*6";"Щит";"A";"ТОП";"57.176499,65.544677";18000;"RUB"
"UT000000320";"Бин-Боксы";"Бин-Бокс ул.Герцена - Первомайская (Эльдорадо), сторона А1";"154А1";"Герцена - Первомайская (Эльдорадо)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Герцена-Первомайская (Эльдорадо), сторона А1, инв.154А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Герцена";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.152192,65.532484";3000;"RUB"
"UT000000321";"Бин-Боксы";"Бин-Бокс ул.Герцена - Первомайская (Эльдорадо), сторона А2";"154А2";"Герцена - Первомайская (Эльдорадо)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Герцена-Первомайская (Эльдорадо), сторона А2, инв.154А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Герцена";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.152192,65.532484";3000;"RUB"
"UT000000322";"Бин-Боксы";"Бин-Бокс ул.Ленина-Орджоникидзе, сторона А1";"261А1";"Ленина - Орджоникидзе";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Орджоникидзе, сторона А1, инв.261А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149673,65.542676";3000;"RUB"
"UT000000323";"Бин-Боксы";"Бин-Бокс ул.Ленина-Орджоникидзе, сторона А2";"261А2";"Ленина - Орджоникидзе";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Орджоникидзе, сторона А2, инв.261А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149673,65.542676";3000;"RUB"
"UT000000324";"Бин-Боксы";"Бин-Бокс ул.Ленина - Семакова перекресток 1, сторона А1";"214А1";"Ленина - ул.Семакова перекресток";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Семакова перекресток, сторона А1, инв.214А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.157456,65.528336";3000;"RUB"
"UT000000325";"Бин-Боксы";"Бин-Бокс ул.Ленина - Семакова перекресток 1, сторона А2";"214А2";"Ленина - ул.Семакова перекресток";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Семакова перекресток, сторона А2, инв.214А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.157378,65.528516";3000;"RUB"
"UT000000326";"Бин-Боксы";"Бин-Бокс ул.Ленина - Семакова перекресток 2, сторона А1";"19А1";"Ленина - ул.Семакова перекресток";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Семакова перекресток, сторона А1, инв.19А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.157456,65.528336";3000;"RUB"
"UT000000327";"Бин-Боксы";"Бин-Бокс ул.Ленина - Семакова перекресток 2, сторона А2";"19А2";"Ленина - ул.Семакова перекресток";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Семакова перекресток, сторона А2, инв.19А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.157378,65.528516";3000;"RUB"
"UT000000330";"Бин-Боксы";"Бин-Бокс ул.Ленина-Первомайская остановка Горсад, сторона А1";"17А1";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Первомайская остановка Горсад, сторона А1, инв.17А1";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Первомайская";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.153309,65.535863";3000;"RUB"
"UT000000331";"Бин-Боксы";"Бин-Бокс ул.Ленина-Первомайская остановка Горсад, сторона А2";"17А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина-Первомайская остановка Горсад, сторона А2, инв.17А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Первомайская";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.153309,65.535863";3000;"RUB"
"UT000000332";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 1, сторона А1";"23А1";"Ленина (пл. Примирения и согласия)65.54235,57.149523";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А1, инв.23А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149523,65.5754235";3000;"RUB"
"UT000000333";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 1, сторона А2";"23А2";"Ленина (пл. Примирения и согласия)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А2, инв.23А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149523,65.5754235";3000;"RUB"
"UT000000334";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 2, сторона А1";"24А1";"65.542575,57.14943";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А1, инв.24А1";"ООО "Тюменьстройбыт"";"2";"0";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.14943,65.542575";3000;"RUB"
"UT000000335";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 2, сторона А2";"24А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А2, инв.24А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.14943,65.542575";3000;"RUB"
"UT000000336";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 3, сторона А1";"25А1";"65.54278,57.149337";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А1, инв.25А1";"ООО "Тюменьстройбыт"";"2";"0";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149337,65.54278";3000;"RUB"
"UT000000337";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 3, сторона А2";"25А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А2, инв.25А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149337,65.54278";3000;"RUB"
"UT000000338";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 4, сторона А2";"26А1";"Ленина (пл. Примирения и согласия)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А1, инв.26А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149249,65.543009";3000;"RUB"
"UT000000339";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 4, сторона А1";"26А2";"Ленина (пл. Примирения и согласия) 65.543009,57.149249";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А2, инв.26А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Средняя";"57.149249,65.543009";3000;"RUB"
"UT000000340";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 5, сторона А1";"28А1";"Ленина (пл. Примирения и согласия) 65.543257,57.149126";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А1, инв.28А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149126,65.543257";3000;"RUB"
"UT000000341";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) 5, сторона А2";"28А2";"Ленина (пл. Примирения и согласия)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия), сторона А2, инв.28А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149126,65.543257";3000;"RUB"
"UT000000342";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у таксофона, сторона А1";"21А1";"Ленина (пл. Примирения и согласия) у таксофона 65.543223,57.149342";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у таксофона, сторона А1, инв.21А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149342,65.543223";3000;"RUB"
"UT000000343";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у таксофона, сторона А2";"21А2";"Ленина (пл. Примирения и согласия) у таксофона 65.543223,57.149342";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у таксофона, сторона А2, инв.21А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149342,65.543223";3000;"RUB"
"UT000000344";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у ЦУМа 2, сторона А1";"36А1";"Ленина (пл. Примирения и согласия) у ЦУМа 65.542258,57.149086";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у ЦУМа, сторона А1, инв.36А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.149086,65.542258";3000;"RUB"
"UT000000345";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у ЦУМа 2, сторона А2";"36А2";"Ленина (пл. Примирения и согласия) у ЦУМа";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у ЦУМа, сторона А2, инв.36А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149086,65.542258";3000;"RUB"
"UT000000347";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у ЦУМа 1, сторона А2";"38А2";"Ленина (пл. Примирения и согласия) у ЦУМа";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у ЦУМа, сторона А2, инв.38А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.149273,65.541893";3000;"RUB"
"UT000000348";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у ЦУМа 3, сторона А1";"40А1";"Ленина (пл. Примирения и согласия) у ЦУМа 65.542687,57.148848";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у ЦУМа, сторона А1, инв.40А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.148848,65.542687";3000;"RUB"
"UT000000349";"Бин-Боксы";"Бин-Бокс ул.Ленина (пл.Примирения и согласия) у ЦУМа 3, сторона А2";"40А2";"Ленина (пл. Примирения и согласия) у ЦУМа 65.542687,57.148848";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина (пл.Примирения и согласия) у ЦУМа, сторона А2, инв.40А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Средняя";"57.148848,65.542687";3000;"RUB"
"UT000000350";"Бин-Боксы";"Бин-Бокс ул.Ленина - Кирова, сторона А1";"14А1";"Ленина, 37";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина, 37, сторона А1, инв.14А1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.156571,65.530054";3000;"RUB"
"UT000000351";"Бин-Боксы";"Бин-Бокс ул.Ленина - Кирова, сторона А2";"14А2";"Ленина, 37";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Ленина, 37, сторона А2, инв.14А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Ленина";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.156571,65.530054";3000;"RUB"
"UT000000354";"Бин-Боксы";"Бин-Бокс ул.М.Горького-ул.Советская 1, сторона А1";"169А1";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Горького-ул.Советская, сторона А1, инв.169А1";"ООО "Тюменьстройбыт"";"0";"0";"Центр";"Горького";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.147821,65.560164";3000;"RUB"
"UT000000355";"Бин-Боксы";"Бин-Бокс ул.М.Горького-ул.Советская 1, сторона А2";"169А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Горького-ул.Советская, сторона А2, инв.169А2";"ООО "Тюменьстройбыт"";"0";"0";"Центр";"Горького";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.148031,65.560615";3000;"RUB"
"UT000000356";"Бин-Боксы";"Бин-Бокс ул.М.Горького-ул.Советская 2, сторона А1";"170А1";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Горького-ул.Советская, сторона А1, инв.170А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Горького";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.147821,65.560164";3000;"RUB"
"UT000000357";"Бин-Боксы";"Бин-Бокс ул.М.Горького-ул.Советская 2, сторона А2";"170А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Горького-ул.Советская, сторона А2, инв.170А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Горького";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.148031,65.560615";3000;"RUB"
"UT000000362";"Бин-Боксы";"Бин-Бокс ул.М.Тореза, остановка Рентал 1, сторона А1";"147А1";"М.Тореза, остановка Рентал";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Тореза, остановка Рентал, сторона А1, инв.147А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Профсоюзная";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.146745,65.545736";3000;"RUB"
"UT000000363";"Бин-Боксы";"Бин-Бокс ул.М.Тореза, остановка Рентал 1, сторона А1";"147А2";"М.Тореза, остановка Рентал";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Тореза, остановка Рентал, сторона А2, инв.147А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Профсоюзная";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.146366,65.545165";3000;"RUB"
"UT000000364";"Бин-Боксы";"Бин-Бокс ул.М.Тореза, остановка Рентал 2, сторона А2";"96А1";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Тореза, остановка Рентал, сторона А1, инв.96А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.146745,65.545736";3600;"RUB"
"UT000000365";"Бин-Боксы";"Бин-Бокс ул.М.Тореза, остановка Рентал 2, сторона А2";"96А2";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.М.Тореза, остановка Рентал, сторона А2, инв.96А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.146366,65.545165";3600;"RUB"
"UT000000368";"Бин-Боксы";"Бин-Бокс ул.Мельникайте - Таймырская (к ТРЦ Премьер) 1, сторона А1";"251А1";"Мельникайте - ул.Таймырская (к ТРЦ Премьер)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Мельникайте-Таймырская (к ТРЦ Премьер), сторона А1, инв.251А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Мельникайте";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.134897,65.565176";3000;"RUB"
"UT000000369";"Бин-Боксы";"Бин-Бокс ул.Мельникайте - Таймырская (к ТРЦ Премьер) 1, сторона А2";"251А2";"Мельникайте - ул.Таймырская (к ТРЦ Премьер)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Мельникайте-Таймырская (к ТРЦ Премьер), сторона А2, инв.251А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Мельникайте";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.134604,65.564906";3000;"RUB"
"UT000000370";"Бин-Боксы";"Бин-Бокс ул.Мельникайте - Таймырская (к ТРЦ Премьер) 2, сторона А1";"252А1";"Мельникайте - ул.Таймырская (к ТРЦ Премьер)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Мельникайте-Таймырская (к ТРЦ Премьер), сторона А1, инв.252А1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Мельникайте";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.134897,65.565176";3000;"RUB"
"UT000000371";"Бин-Боксы";"Бин-Бокс ул.Мельникайте - Таймырская (к ТРЦ Премьер) 2, сторона А2";"252А2";"Мельникайте - ул.Таймырская (к ТРЦ Премьер)";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Мельникайте-Таймырская (к ТРЦ Премьер), сторона А2, инв.252А2";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Мельникайте";"0,85*0,65";"БинБокс";"А2";"Низкая";"57.134604,65.564906";3000;"RUB"
"UT000000372";"Бин-Боксы";"Бин-Бокс ул.Мельникайте, 101а, сторона А1";"20А1";"";"Размещение рекламной информации на постерах 0,85*0,65 по адресу ул.Мельникайте, 101а, сторона А1, инв.20А1";"ООО "Тюменьстройбыт"";"2";"0";"Центр";"Мельникайте";"0,85*0,65";"БинБокс";"А1";"Низкая";"57.1392,65.571931";3000;"RUB"
